99997 99983
616958851
1162500736
1837544485
1232847877
1611349806
1350646597
334850547
1517724600
893988632
801394956
1546774271
443071128
392093811
600988466
1179681312
1651391186
937884154
775869981
1996996728
907102737
306831769
1999534300
1288975994
396355421
1443143353
659749155
845871439
1724552045
1010514162
1914875398
1516083427
629248903
343919415
1281042671
1343101516
1057892051
349963167
180051286
165145287
762349101
958810005
1694133947
1752843065
419038862
1032074380
420265305
1338504215
1311520205
4044094
714492202
1150030320
634407442
1455514466
2058158986
1002535501
995670929
570060261
869607239
116697417
225927420
768850845
1178087235
166844267
1694426698
671711879
1881572227
632739887
502855185
976292734
248345806
76919033
789114222
319478378
859414204
866803854
184644162
1795486472
932071512
897568522
952550432
1343255061
1350818609
2046647899
1029971868
1151939341
1461782777
1737888567
879561768
2116205151
1186838418
1638977173
848751714
1311841317
724716462
2018742179
1318299893
62658403
2070112748
756430402
1815268854
1323441585
468764255
2034679286
632746661
1951235973
104274620
22571371
1870054372
1538684121
1334762204
563205731
1370851573
1169701488
213827557
1072853550
1422097121
886700938
1304609241
258557605
2069153358
1440071703
767596465
808884132
1730121678
1932334972
860313080
1503283451
62575296
1072674745
2093695957
2026276080
1404334762
96979249
1969061564
1895996208
1005803270
38147800
229540971
1763479622
1766910372
2138168047
893795221
1376998806
745590655
1938645053
268407539
319037912
1743074322
875048902
600329948
106226182
1820688179
141230847
2056789340
874396386
1611255152
647901839
1957660877
1977553636
166200024
1761335675
1192550646
1868504237
578146402
1169712359
1649128082
149051925
3638208
1448003665
1029039481
1452216199
1065941428
2047741498
1089214773
421535760
1081182958
1608940911
1325357070
1137330630
381897565
57674422
577484975
862862027
1215919115
1765494535
50071099
50460356
1984778103
643676752
161679073
691635404
1251508329
2134391447
1895266552
1266179562
1248787275
697044937
770793103
1912443928
1694075393
2109539298
1289990041
155724197
1561670210
593870764
1320815209
1556975937
1764578929
85816308
41188067
1994247787
626387185
394760003
384036870
298856038
866617859
1067431965
1621325829
108401080
652404759
1682097068
274324195
1673575971
322976425
1996415231
1429056397
464171283
1637232535
1880260
663316329
1902865061
1085416187
2045477241
940751991
350169356
1357969791
122578993
1055362533
389319835
1713272122
1367895481
655937318
617847862
2073189634
424052835
1382665614
814817859
914902605
1189976628
1900478565
2081872432
314675581
103099286
722139012
697067100
358140102
950344353
309166182
1116505758
568775031
1279325893
575314379
1615169326
1306111966
1076904202
1050234310
1626169389
1309793689
1705068732
1974078038
1449950605
1522324086
662756531
2107805827
440838040
628301758
1703250182
707990008
852034518
1033172501
780048695
1453298957
1970841239
2128702939
1709086461
2146318192
313961699
1717135856
545619311
191784756
1991661300
1767271706
1154504898
1970055783
731978532
719796698
971213440
1680870705
688466298
728732869
842361404
1530777196
1015895946
1316880728
1566407378
180970155
2009984254
1391448401
219999258
2004510193
1334921356
423779983
430612763
1986237355
1479857505
1413203806
289698513
960388443
1263880491
2142963029
2130044761
1726625700
1119920775
970831533
1419974055
2082878958
1419436023
1515483677
1147006412
1888423023
2093737821
1677983022
350526882
1540821205
2142279164
752696589
1031227905
390549842
838955227
1476344305
1424151693
393697838
1375727061
2114653417
533325264
2051785204
1575144701
533073976
1244722180
87036916
327252646
1056254503
407797325
261632361
88338890
963938917
445854821
364036364
1883576085
1117237723
821510881
1869530411
1070335053
381951238
1770290140
1739649095
1777089621
1162963144
103126070
802410529
293158816
748308939
900803921
1801480027
422410531
73805398
1278403394
1343180178
337378267
310108825
108664708
369028585
1062406334
1702825878
619229243
875559985
1893127467
840100976
1769374701
625457269
666667503
774437442
1158064555
814029082
698610360
111878779
1072588249
1929409390
1499125257
1263538103
1774316382
623229645
852323770
1824069905
1549773144
1483730475
406058982
684496897
507403618
694668344
1551292525
22151343
1878696511
568223213
920797928
416519378
1360737047
1198106539
202499354
296683771
1210424110
303919320
941001205
1266742400
971344416
1200378341
1172843788
447701951
1543144591
1979681019
1074820740
1448437003
245442920
200627459
110499738
1481959410
700826512
1205483342
1445527436
1270138654
155607073
2081110933
1821106464
1698845870
1686642983
1661656749
1984364688
1650868489
1027474636
2147330955
831373830
1782920250
1903745303
1198335716
1919676568
756543942
1022071849
205201729
1949513146
1573478148
897566952
1826949021
606648632
1641432051
253653060
1023101560
1365926320
1398939292
851099367
651916143
1847897480
832037084
1956593522
28574044
1307810918
1531244740
1979443502
398041822
228106538
800277358
2108386125
1487136637
266409057
1909123675
1413964956
879624009
1003757384
1231350598
1869594553
441163996
1746769713
2129771124
2019027928
1475063299
532267411
1296838559
2039491043
1424994006
736393324
1708870978
1075357265
1722399558
255829829
49132137
1000642368
941157176
1581619371
609160989
1781274434
35841321
552537121
1378906927
448328842
269722422
698715292
37146512
325659815
1280706231
224984945
2061533741
1724533954
1366446695
691921892
1360938053
72904268
994517729
1625045765
1546539842
1347291192
881458642
43618366
1001991184
1320504508
2088505212
2089949754
1278062839
766266237
1626353374
1327066214
626790896
989106257
1753202755
1751363819
2136297342
280917616
688295519
1433592609
427995143
96004139
106967521
1950286474
262062
743752497
1432952721
321697343
1263137444
1834719540
523433188
698898690
905282056
162661677
8461080
371451285
619813692
258690328
1636587716
221559759
2110847414
235833369
32860665
638105089
1734574951
371720528
352794331
806192886
1352400775
1343557362
1781711021
1038080104
1504083954
906630683
1573150067
292692475
2068075768
1030091511
233396747
1434497208
141157313
2067299714
266705597
1345705718
1712863011
269640376
563040855
2065284326
360620783
1729104468
319842252
742246780
1817006550
337887493
1692246589
1017715696
391845304
1571020586
1441936287
1476660655
1132089984
1024730112
1582348749
1636054236
144268157
1664679265
1371033120
437837627
1931156282
190182406
648592262
1943240119
1199005134
700904485
496399131
1050474578
1544590788
1103604421
1147885381
437478041
626422623
1853665121
306378055
1489373354
1344087685
1799598642
392316249
1083460766
104637197
658269906
2105051460
1415597193
963231636
806708103
1410883955
318425325
273975004
1682676
1702277269
1464419254
1375835044
2071668297
257975727
1170067378
1802161913
685743630
1551877295
1928628357
1800694039
1898557251
1506690445
799681316
275866809
1921593138
1683661283
635881165
1169657079
851861388
1798973691
862060159
687811994
1019911478
1641149043
758829812
2011260404
1970193273
1581451083
2027384077
2127457854
864549819
540285317
639557854
1718527845
1731211701
2076762679
1993695511
2067516788
1549394987
1691794983
2136333057
1264395343
1687194152
376348900
1282765558
919140141
1947092145
311359057
984996181
1301561943
2114196741
1981778647
1789521924
412934027
472272712
1563759073
2124986462
676924626
1299743177
1401381640
230031788
100705745
1482197168
220988831
2007945250
1658447794
466355768
1670849231
112456790
568399723
1544419181
1389721144
165137206
396616350
1448320350
1929729267
1426890363
475255534
669151956
706175809
1380687281
1277995993
1414817422
298324122
268691353
302648086
1999114743
1306292797
2026150967
1481253723
1821058148
1319015512
539782967
2078403015
2103818940
999676306
1360114418
1572572599
1520950209
42434857
1223644127
777360146
1943261381
1186196364
1284750481
1335715631
1959498456
743028077
34085417
1762248744
1994261638
1009598820
1002568017
167171758
823078933
1542309875
554218418
1984047717
866665012
369067576
1604756977
2032976065
2063563064
775824108
1389602337
1516904018
1703330000
1051189773
1264562878
1368095395
1494823491
1481621234
1696682530
328158872
595800353
1688732886
362846854
1455693110
1649433731
1123319302
1610635884
1759760139
2111442106
1577636197
1512987046
862615551
59676044
910567062
1867459262
1245437867
1803420910
466921597
191202556
1618388020
355178040
354549363
474128090
1066553246
127111646
765023172
330399989
482490282
1081725356
682034648
1457703311
1753645099
519348595
1424724166
1192745089
1955534817
893006931
2076037737
1334631349
198707147
229533278
685849595
615232542
1493298436
791020257
1183451695
544221993
921629978
1820411667
1234443203
1746497734
1201681636
1265228113
1778286237
1192319440
1834201563
241495254
598035300
1797150473
30930424
773900780
2068309903
1841994904
1748207102
1308586668
1136018955
1460564471
1417089634
2011274294
1599815239
88416885
1709292182
724677731
971936209
642745897
1865628393
187837445
1987295343
771988327
156458205
948616599
225970869
1977231554
1277395455
571467897
1468818204
1910103923
1235394877
1490049189
1073925532
650114666
658738880
862352114
468147654
1299166633
1905124928
1283308983
1631634262
1335880276
99839973
681401883
982037841
163756828
787830681
255615420
845794201
2117260602
1316425437
1661537513
1941561096
1705077223
845230377
91350376
1505134597
1220670555
1870086841
292991385
1283838877
254885944
1585029617
2041586752
636012319
799778949
394167086
1436773551
440388142
1835730739
126701343
1782801289
1640075095
1323453704
2088516511
969247732
503026488
966474264
1124955914
648585555
931711492
1600925373
860274195
1979902333
806523817
1759612188
1192277034
1024328566
612929124
149267208
387175997
99969701
2074107860
1706202248
1506828327
937256594
2089749660
49954510
1090518133
238001940
1242035827
425036713
1361745613
724307215
2104563902
116206982
260712638
296910767
1584176041
1164458969
572643604
306933275
1921340864
286697510
1041778107
2004241840
1631015935
760939375
5918738
2100896945
1747255421
1918798897
208683967
1608946062
1536556910
267582679
228503570
237829774
1865439938
834933428
1983892423
1247951376
1123488840
1892042105
425573243
1192176443
1888073274
1037739834
2056557167
180149056
345242197
834823378
1881695719
654150405
278339452
1850203876
1935952642
247270769
14681535
2091438935
993302288
399056394
583313671
1430622029
2097494640
1939860545
656151066
2089525651
1876725212
729322276
755062338
1629619619
1840605775
1804842385
1623768413
1733639955
1327424344
700708603
2067768955
1304518039
1561557990
1933281426
489177837
1463837039
1964715446
1838711553
1123401706
1712846947
1000479514
1462715570
1288042136
1952385855
2023310165
311987312
1453275821
363926472
2051740027
159025326
1559060362
1846915888
444734908
1922601794
1765510092
1244365071
1104869697
1193005451
1127281505
1150978794
90463378
1931571522
1640763442
616070157
981373010
226998678
417558820
1652287012
485583023
586328320
1054455737
2074059287
1665903409
1612928866
1184881717
102285724
1568552721
662492370
166547490
733612308
2042284052
1573764296
1069553518
2066115095
1267182556
2053322199
1528197133
972519017
1898267085
642946541
1307123720
606946152
1932041564
1996579579
1818755600
1155118604
2051941089
267905088
1820125348
1409986398
2007201540
937695211
1031434140
1173754225
450336891
754184559
874828875
2003571929
853441651
1145971746
1189506067
595191456
1422460263
552609403
1448006006
240649920
1692642415
229800410
1036738489
295657245
1578087711
1183863462
682169595
1973914367
1935754212
1027300636
1733063362
1144735487
1744449223
618976892
1084978462
8749454
958980324
1363587772
2081437759
1882457056
1992108068
888473294
521036938
1643260777
1705985453
182808397
465762610
486845404
1223694504
2000530364
1800244562
1715655061
1821359013
727524913
1351655297
1178221728
1326476395
1496096678
1059720175
2090830881
84350554
27768978
581845241
1291317854
855332657
1789300282
36260421
277096742
964253307
1206920283
1003702867
963821264
1870022496
1669518188
1427339935
859976634
115993837
1360753479
448350768
1282859064
2007628037
2030795382
225882799
360520457
209952173
104647125
1453284369
1625331806
1855924450
58744028
1092789906
1353546047
1259602670
874288716
1925722984
488899475
1858660175
1939169644
1638663112
10517138
1955442690
683335611
1107019404
1959202741
1635355482
401791799
1743612990
754213950
1267135587
549893373
1510185402
2045023012
1718175153
850462874
260182339
44055436
313933497
86424495
388934170
2125104069
1261720493
1591915065
575401622
1567263942
209592274
2020925244
802289852
114970129
316330578
1175054848
1408148824
561009219
173927839
880484303
1472247187
155929599
222245190
631040546
760477457
1688337251
209389119
935297378
1943538305
23616527
2125153752
612897820
136831161
1749259147
1898033912
1123359413
1568114253
1353685068
1464466948
2024476589
442258856
1651312936
876456756
646267983
905979812
1882271047
2057941866
1549339112
296065698
395089069
1054947209
1611523970
1247414302
1914130716
390078033
1406800924
1056719053
1138769820
1187247283
132050276
108046136
1394170476
233171115
1122542310
1377812675
1425967993
1035744920
243256788
2024920410
470284125
1767104786
1379085610
621589882
1934506193
1363807046
1244085882
1703886548
1396868261
1705823686
618654484
395032407
1535979068
2047925742
1413874118
1795331802
1044546686
133423022
1577235733
2057492257
139099990
458471918
922473970
872637068
1930442151
1167050076
1982333678
203471121
728404933
847130059
1788707833
1007969264
969558636
1003314697
1624378013
34951099
2007395895
379440692
590614183
582329591
1042595741
2002521238
32636786
643184423
973738850
1206081788
1845428619
250487414
283431827
1271966347
1936552191
33337277
1131811075
1327921182
518971390
583669548
2036538676
992090906
446876192
417610066
572400863
761210049
237483034
2128078527
387039973
1831697945
232779768
892259870
722207685
1529719345
629390795
1437247682
1391514011
925893388
1239941364
1119927749
1402683534
1481722085
1041187267
257381285
555070413
860970010
930296773
985802833
1526485777
1261599094
1301182581
2096859083
304924799
1746325779
11327084
522262839
1135853367
811126698
1676975395
473234042
888347195
2146169458
917728553
101663312
488135664
435387759
2028674262
1789231328
1203516945
279047254
1193013640
897603293
484031023
2136176089
156296539
1232517910
971907740
1928034695
1097609566
1319896716
141863922
477048867
78959692
1892704024
2105767677
702707322
1822379459
160536688
1858071359
1633749686
182339077
1935811533
680104413
1518343234
749099554
7349760
828629284
1910918682
2034615475
1373654022
1721954418
1395043236
937696032
189625889
1582992565
887148551
1217976131
511824248
981902704
588853256
481289651
728922144
1501006355
1943418455
976810093
813641665
259977242
1107182203
382967320
116088491
1440495972
175233555
1438350769
1738133353
451605307
1197794491
890296018
1946770143
528745937
637487716
912856663
2140279007
230329383
842583079
1318653865
350353218
884591764
351367071
683723373
1941108604
368462262
1079006408
1217729719
46928570
798778346
643780164
401773005
1916957817
808944456
1441010763
731938134
166165403
2141340181
427911668
1264900886
1611747839
1227788231
1963855118
155798311
1955736224
1930642537
490063997
1949252272
1811201568
790240422
1162838287
831760664
1727208941
277583416
1602131156
178272713
843019728
1398056159
722167032
947309150
1249039371
1081849823
755065366
2075805019
1884262381
1539704820
1862890264
1264511343
1228760814
1185457607
545787527
649182499
1208215616
74268910
1979178601
1453942550
1506035440
195567452
1652639379
711860909
322710133
1356610909
132294027
2066352474
1513854420
912920082
2021566418
51406918
1197636903
230347869
666928584
1403673232
1008542150
363662441
615875581
2003263493
1759562962
574741905
2062061071
174336083
1067778133
1501891814
1434403838
1450789580
245741273
834693152
1083593211
1049043594
1062586751
484188439
618359514
83920704
1973621905
219681214
1500167371
968268381
191984295
1055744146
1743403212
1525178580
609363504
1950383522
1592231017
1971937602
1434700182
214560755
1316154926
1356070588
506224081
667085709
1257716838
1896597491
735547263
986982371
308129413
2107011835
657508990
1245638351
795085047
1446821238
83768318
776395789
926548861
1673259352
392241956
300172596
2103374338
1871646229
1531785237
380486184
1505361904
251655777
1044869530
1241370135
1559942667
1835778659
1482490158
1466431729
254870228
30672497
1449876895
610378076
347012423
2074844736
277595165
1093316400
1427839568
1927212195
148641754
1526679146
14175373
656457674
1316515870
461367982
278267570
1517851110
11527386
559549236
456595548
319577711
1854452176
2118152005
501538157
1345242081
242763798
1711897396
309237728
2124917221
1248093759
2065745361
1877560351
943924242
1540673259
1681192553
1904670694
446482725
880391648
388064055
1068596109
1093285559
786594722
85747809
1466633705
780925300
58314636
337506152
1273598627
823103959
1036243048
294723372
1047309067
243715422
769147779
172010584
677566837
55389249
304052819
863814241
1404931860
1620478901
1968111223
1368128770
496204868
1442303121
2090966115
1196780072
1593310065
842444437
576382069
995167343
404156014
659724321
410565249
2108479012
966125120
1574208102
1337658361
465212590
673770884
1666695709
1591166073
1285735564
1450626367
1079370957
1173788902
591775183
288105529
1093950068
1249100034
829319446
1499408599
1049633732
1725249413
138431734
1764191595
1892302045
185178300
1104872453
1048084250
449903748
686045069
5274438
1212397344
405675992
1222148395
231184676
298653373
441825934
586434326
166628588
139363715
556450730
2015463362
1352976068
919357991
2060547762
664456609
98963488
339285479
1455112551
1017953489
1928903870
1070365276
938309122
1890641693
550988827
1201414606
1385331173
1564835487
1541362548
1434624525
549759194
1523646170
213420074
1580155349
982951107
1194878030
310788816
780896406
1029982686
819858068
173052566
1934749904
1314848620
568051950
800028995
384275699
72523001
125658476
1119610804
293744306
1153014796
1912862325
523408072
125518033
1610993248
680938219
1894324451
1374405523
2032685212
1301016769
829976546
1301031807
73986446
249033225
1528828811
198386366
1768015324
517136540
2097147032
1112067318
341450822
1898989600
477653015
338292125
46966353
2017140401
266123131
306170070
389003668
1582648303
1046262015
218044100
1074326865
2007948953
1899120808
350544231
1043316939
1749092516
571283901
1158391025
375674351
974420433
1925118144
873433758
2048220297
1605316813
975242716
656807434
862513676
1591564993
1380792298
1669078285
1620014514
530667883
335468517
969892376
172798285
461080505
725738716
676047099
1640134255
1759302879
828495983
782736978
830373927
1592184302
940753868
813721933
1304701239
1298673137
836517146
32849942
270460624
85494912
1674122622
2055460504
706918339
739394261
1280397194
706871269
1535328324
445652852
730156602
211769871
1465633304
1005256743
410694763
1463508081
1689706831
802351800
1341713619
1015324822
107070850
667466729
677630584
1114881419
905209727
1021510949
1458139556
113741237
2115775378
969093256
1911380327
228603695
3024939
349143929
1555199372
1985990301
820582695
381097938
139192581
851242117
1485487990
1764057947
901898486
472321320
571860323
163931651
629528605
56890073
1172422470
1568151131
1612268243
375505621
459661491
1607673025
66722691
945460382
507608647
719236333
1154500511
674278349
848245707
1393225235
131616025
285561969
879429367
1400021364
1234194524
1629215201
515956390
106235759
950325951
49156122
1431578258
1708344111
840444301
1418684300
1578555272
283581616
179774825
2034492288
363306015
1353040213
1371267662
1633405674
723929596
431266580
2025601031
609577916
1866426226
1175311863
215925552
154454213
1115026899
49654857
1832255131
1494977034
783169565
792138010
712729945
1479542674
2013310512
631689569
2079724842
11519694
817626245
802341790
1973676404
1548567141
481753202
487136729
1806075582
399463573
1876857040
965839443
787893934
753474561
872139587
572723858
256095346
1046262547
1640271341
799701238
1311500739
38441423
2032561563
2000427222
1872583776
1457320487
617560211
442033437
328006648
1561726688
889288117
1667341655
1155055791
905549014
2106953796
1784336724
1769499155
1037639401
1666050067
1038338867
1072492174
1644237897
610238021
1282734090
367170407
1820639567
675116673
165209835
606479666
1650852568
1655252138
216757905
1003440334
1340824602
368697108
563562857
816274647
524144381
10898758
185276462
752542632
1430540023
1109093158
1916730114
1508044229
1354835552
45873338
1017331974
179469536
1739400774
724799067
1194192494
1394628423
2127624395
922815855
1099331876
949502951
2007264769
1850058145
629857234
1744709303
275454773
314975894
118134658
484701625
311305428
1279776298
935246773
636223087
1798867641
1611367203
2072677629
847082454
171167502
2141523058
1224073744
1437449432
587354013
990188762
1374015327
1785101128
742271401
1639979835
1352710455
1155253084
959774798
1604235071
1426023507
1563392930
163609927
1617558164
234036466
1600281972
1818551389
1190352548
1262324850
1283362297
1319932208
1130899151
862541161
419579804
398833548
349548320
1779174969
1955498997
693780049
1106845576
574534192
651187802
582094013
1431014292
1499013393
766396093
1107796552
1749747364
905102658
146029881
2642174
168598692
1192753226
1572855298
1112666706
1291935564
533413375
1659532757
1044999810
134758340
180284950
968374016
1824386650
380955892
1381065780
662914760
635113382
618556970
1489522325
1462014838
1144189938
1366143577
2094084883
266594999
1774813679
879021014
104186576
228673709
1132310862
338497666
383521850
1715722066
1721776396
1445320334
1543920563
677484155
617510994
1986463155
2076719784
523117646
1913778637
316421349
2059681049
1739234872
959984007
1434619016
372022727
1124471400
980645174
1241261359
1308158141
1381464516
1345580829
1784290007
459707502
662680166
910228324
1865026703
263334215
1465348747
790306796
784220358
1461129169
2032184342
596979367
398403054
1543871813
1059805309
414212725
317810624
111376027
348595532
397790839
1481134326
1418191408
1835792662
1687549923
53260665
1152589777
824494313
512094828
1913127204
1406361444
1916843604
651482886
1025046256
78999016
1480322513
1779428684
1349733558
822718760
1810447811
1733779283
1968629601
509184444
820305394
302043139
1454513073
323662763
943218550
1768860655
1291405152
1762966924
407649602
1663863978
2099541737
1430203910
1980957958
55477921
386420668
1738502148
192188604
1057536376
1054471924
2022776118
1458981012
93190875
1845439633
58113847
1622140266
187560918
1461211953
695246626
1080994761
849971380
424451141
1482472354
1361483608
819585869
1322782921
1376746904
1033727703
1182922734
1121300100
265503526
1381382300
745528471
1514688942
1042569552
1085998971
232311535
2087691070
1285979149
1066309713
754197644
105497489
1315599592
881965044
232280524
359066031
644018188
1400105378
1133695796
904965881
1008803814
1576945162
998923579
1073364831
886458170
1904085690
588797623
1879516713
1821032889
225759761
1130402207
115273498
731489053
1065085900
1870042736
2089571378
1416529082
544919011
1622039038
314126317
92445086
252319258
490911190
1378806766
1805033766
1395200995
1160411916
1067885626
1076875281
387994344
1631090578
1406514935
810698787
1638997495
275924509
45545634
662779441
2105897604
800276591
1578714299
989146818
2043960468
1468296246
527147794
823976223
810890051
1278786146
617068906
1633007861
2087234994
1011249406
759022012
1743423079
260130947
1760171912
1617018102
1783481505
249033683
352239046
1830230557
1737987835
1716355500
1444214051
1268615713
1362957450
2090913025
601379975
1859729404
1746205239
886182184
1101389478
1893997941
428301150
1758882254
1583686370
114732126
1494640862
1232925551
112029855
1204978751
840033972
1335788627
1159263518
324365468
227960855
713717248
216210384
582634393
1757997580
1471313716
1254754606
303124813
2001790074
1335090782
941721625
1814105956
1847159244
1944286359
1278558633
96187740
1917218045
721236248
1743034250
876685636
1752679999
1418779952
393935058
729101550
540872199
59119812
114166104
243629991
400221860
691189562
60650384
5737591
1413336159
499051773
707181790
1058108619
154993684
835929459
403108977
384604090
236240955
898226542
1096127648
943322541
1511855254
546356778
1140879028
1018458289
97636404
1201611970
1433008462
1745332502
201315866
1260200492
641521974
1872866992
1196100684
722311084
1486093498
1438138001
1743354230
742339540
1682776447
597476678
1570351343
2058617838
95034594
255778172
1910893928
894537220
304856771
1476363087
244947439
1321724748
1336452842
1723708402
1820576154
1874975527
699589848
2098967023
644664713
1179600531
1630255648
1091037
1817631127
1855073326
304240448
699585430
1391855454
1621650588
737405688
776149998
2071218135
265973649
933223458
544998129
258038647
654580034
141067789
555283095
1291348156
239339605
850480978
631566847
530139465
635802730
1695773479
1652918559
8529287
1653441793
2143507779
608766214
466581165
916846850
102938673
607318153
1974732649
1963554471
1185263134
604022158
200805097
418421761
1424464959
1560165034
800383612
522020835
839657638
240023915
323856806
1548129126
1062759055
913893650
1219436731
2093282261
1460614476
1144064444
734727670
427580724
663672198
1248361509
1968352526
235797799
749345066
60181985
1907508563
2084218490
1665726895
809902605
407993923
681116939
322748672
484601482
2131266210
477901389
1265041601
1522566582
1709359634
958374457
1812673592
2020385957
1461043500
672391372
1534157976
1161280985
390113305
1424627701
1086171106
1811888243
1642565542
1545852444
1628492344
1900043253
774622432
458689801
2061447607
1616552053
2009930536
1319485803
999468238
874814292
1214596306
1733976774
727718679
1186119799
2094948918
132400112
728379567
1415753732
53823306
1358441475
1645597708
1579960463
208746428
1812101094
833369688
1999255005
1860532611
2127414311
355829318
1231434773
883285514
1953666964
2140312939
1575206782
306567594
1199900183
417024029
1944938671
1104691675
964609096
1979393978
1940161874
2116569541
593863497
646573972
1204188490
439539030
1271000408
887647287
716977283
1894038228
1841404595
1956742479
854028568
689572607
1571542815
989907453
707583502
165017517
1988480983
1575770021
2092825236
1522364624
1023558152
353071956
1260979631
215486493
1672462787
420916620
1806128770
663513887
475869565
494528677
1721684210
902980560
1657889284
3021219
980922096
800886703
749359862
1272585097
1923503651
472468829
714148790
1747479861
1576366638
1724293294
111641837
342176186
1880361819
642215236
1277926009
140331826
442421724
1323771819
1684700651
1467279389
669799804
220042476
1424793978
1913084723
1759470044
1151316132
719033214
1627690432
954808105
1872449952
1068941928
398990455
756930391
1513399543
1127719226
2016988886
1962352597
1983584154
914433147
1696749804
984541126
1127138932
1150095292
2127931326
247061175
108334329
601230203
1711159323
715081696
1339771465
1833106348
549820410
386112975
105542849
341085867
2116547140
15649451
2026542101
1821342904
328596792
1247688933
800897510
1747808225
818815810
571449459
2052231385
2080378004
1710833229
780756104
1951472184
1420235384
2013707682
409646539
700928
1224019453
1598459447
2146709776
1888940412
899584588
742890897
702100109
1615956060
774075323
1861570327
1866831259
1872274515
788527820
2079243243
1026300130
1741094695
1024624539
740562239
785719061
2120952655
508403173
1924727088
262603825
885929735
396284275
1695959583
1345503020
262487528
1545440021
290306183
981469231
588448003
427302434
1051750232
1906162517
786570620
1302079069
1957798595
140816346
1191311762
1369745034
1677459882
999013331
1145045070
1174855493
231909726
452009072
2034844553
1274697369
1168702470
774306475
1742806159
942540769
1761620339
1614496900
1918952242
715666506
1770453629
1053528752
1164858201
939248586
91098831
1481200355
1979693359
263054997
1242365261
1166863991
261192615
1273382688
1018435300
714548653
245570972
1448959110
1171508189
984438625
58215777
243318158
978211783
194309445
1494031084
484611108
521861049
1143579800
2086136920
535359813
52221755
1915022168
1606502662
498499975
188907411
321653253
384045886
1733794305
216149416
488460758
109594675
1496061389
1381110348
295176039
1692130996
613940225
1707569439
1758216702
99671080
250045981
2121462245
1602451260
813316160
1367711506
1809382489
1953491794
1992861437
123728549
460420748
548781511
1342431570
1402217857
344243639
398117536
1839694904
761335194
105001365
439097374
155131457
2102084395
1142958658
676595960
644187071
2005754424
1283043455
530189075
83362123
1606734963
895733928
257555129
1067353322
567909317
466673646
1357181515
1383880087
1814893888
1894353989
785956486
104100205
923479185
1101401773
665038638
2065639987
1699346438
1420908567
391445577
1355487347
1782592754
981307572
1420130277
632814871
552508603
732021193
222741562
1800251777
1080658499
1366884892
1835779693
1243645473
428337126
1426062510
1586990544
308727693
164355563
1340484139
1772775304
1958224408
1334917515
2079888567
136861393
2131258351
729613402
1018265166
1892395448
434298284
2065712193
1595654542
726458952
31912300
954948609
736838940
2003676240
2038767728
223937567
668752246
1397364617
788160300
1566004322
508320077
752995942
311162853
33019336
1377068127
182354225
419552197
357897471
1890290889
950746588
644153972
13151588
595480294
1102572579
486273072
944587882
1535749022
1208329816
1283717735
1328573862
859422023
33040009
1034838736
1375465269
42278653
1801257034
366993658
295919303
21757551
1975115481
253997677
1274056449
333918278
1137999849
1081198920
1563280778
505028333
1015456462
841363775
1729114481
2014899196
12624952
2059027287
418093624
1643289594
282918507
1606926304
85245749
287745225
757687804
926705433
798056353
881112694
1035057918
81602637
1107780354
172168841
1296926406
268336996
283384355
1684235756
1676361239
1837111544
1573589139
927279412
1277100011
973821173
54486684
243854216
266733717
9224112
1972579252
69555184
952209806
150018421
1158787448
365757735
519132572
186844336
224939820
1954717704
1410232726
38072945
2119929254
712228937
1959778710
472540570
1772565459
857558002
1846876850
18490465
37039012
1637805335
20488502
1875472505
947959690
828116553
328547162
1771036068
1615327343
1557541216
358027386
1793973953
192349234
1456077013
193316046
1816240509
1179790483
25607069
155976099
650596429
551868091
1083374466
613292565
1507021600
833090339
1082103282
833225792
206415456
2104813083
285804386
1384931071
107798687
1890324663
1836357924
620280868
2142699169
1437035087
1327813045
471066406
1027051006
1952260721
645791651
1362255975
469782057
1196606302
1442658013
1474741477
1138941981
1908854012
1268160654
1632000625
2120981614
1662861396
1414610283
981432426
1847666641
1401688967
102734493
1922630893
570285650
100992584
1543682319
864861856
1093315792
2070138575
1616647999
444762831
1258254628
47781720
26643880
460226621
658077877
1402422292
1827999109
1003349586
41694612
465467816
196645433
817553608
856474122
814144543
2121604388
741867512
566708924
1269661288
850662387
1706716548
1936127803
35846725
1858918783
704048527
1844734239
1609705676
1878980902
2112580735
1452173729
1433596763
1993325726
556814634
1130159531
1638774035
1571456082
2071874451
500144249
638526663
364231218
1098962981
1360733359
1330855810
636729113
1557802850
1626807277
2141793138
144339604
1668799012
1687364841
640387942
45503818
706191954
567947273
1870805705
1375602117
1041700883
1156123258
1003743765
1291159511
1384276879
1875894212
1173394380
1363510894
1817746212
512082411
1740325359
475471841
1511872024
456118269
668802042
1781927133
1118155733
2123633457
2091332951
1990556073
1461620646
2027661948
1883771997
1014917646
1952258280
1585994920
305162686
256769952
1064142790
901064942
1640231047
1798077087
156575337
1066724878
507637398
383798612
103376577
975486954
670387601
1949637083
592657582
1446118291
1587332192
446100103
153253048
496232942
689375517
401585332
328351567
1168072901
307528605
1942476317
1314760836
703664739
662272085
1352170687
1078146099
1801227171
55780320
1198602529
295065294
1865425048
855490283
1506753342
1510474372
984459152
1607721659
364337611
565641477
1724359360
1788429849
1209517083
1635340726
672985170
1676102352
1499379317
241452133
657627389
232215457
811141352
2090895493
620025119
1391614658
928051363
628222186
661643349
1582743755
1600244698
478145526
717796241
1093454907
1041977349
